,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
3750,94.0,92415.0,1902,1,100,45.0,8.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,399.5,5,0,0,105.0,76.0,-73.985438,40.747249
3751,85.0,70425.0,1898,1,60,57.0,16.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2744.6,11,2,0,105.0,52.0,-73.990452,40.736976
3752,96.0,126500.0,1911,1,100,36.1,4.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1336.0,3,0,0,105.0,109.0,-73.988342,40.751721
3753,91.0,59899.0,1917,1,100,70.1,7.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,15.46212,5,1,0,105.0,84.0,-73.983661,40.751364
3757,81.0,741337.0,1902,1,95,51.2,8.1,0.0,79.5,0.0,1.00314,1.00314,0.0,0.0,100.0,100.0,4096.181922693163,6,0,0,101.0,13.0,-74.01310054140001,40.704884
3760,64.0,920386.9700000044,2011,1,90,73.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,10478.9,10,0,0,105.0,113.0,-73.990193,40.756664
3769,94.0,218558.0,1906,1,100,38.5,6.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1303.9,7,0,0,105.0,113.0,-73.989363,40.754576
3770,90.0,68213.0,1922,1,100,49.1,4.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1274.8,3,0,0,105.0,82.0,-73.981741,40.750534
3779,27.0,61600.0,1928,1,100,179.81024999999994,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2095.4,3,0,0,111.0,168.0,-73.954148,40.788937
3811,67.0,642461.0,1963,1,100,77.2,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,1,0,101.0,21.0,-74.007301,40.712982
3872,100.0,920386.9700000044,1961,1,75,6.5,1.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6602.1,4,1,0,105.0,94.0,-73.975109,40.755641
3919,80.0,187653.0,1928,1,95,51.4,7.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,109.0,-73.987378,40.752577
3982,78.0,58508.0,1921,1,100,81.7,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2602.5,3,0,0,105.0,11201.0,-73.974687,40.765006
3986,55.0,51900.0,1924,1,100,145.0,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,4,0,105.0,84.0,-73.984054,40.753129
3994,85.0,144541.0,1925,1,100,64.1,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,101.0,1502.0,-74.007758,40.707657
4001,79.0,72000.0,1926,1,100,78.0,7.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,131.0,-73.983217,40.764338
4002,87.0,121004.0,1923,1,80,85.0,8.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3108.7,8,0,0,105.0,95.0,-73.992663,40.748208
4014,63.0,136764.0,1959,1,100,88.0,13.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,101.0,1502.0,-74.007607,40.707443
4016,39.0,110957.0,1903,1,95,131.3,13.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,16758.0,15,7,0,108.0,11401.0,-73.971362,40.76438
4022,84.0,97180.0,1900,1,100,52.6,5.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,104.0,99.0,-74.003934,40.750893
4092,91.0,47484.0,1911,1,100,43.3,4.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,133.5,10,3,0,105.0,54.0,-73.99384,40.738585
4140,74.0,136069.0,1925,1,100,59.6,11.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2349.2,3,0,0,105.0,76.0,-73.985239,40.747521
4154,88.0,119957.0,1924,1,100,40.3,8.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,514.7,6,0,0,105.0,109.0,-73.991612,40.752289
4204,89.0,92088.0,1898,1,90,42.4,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1004.6,4,0,0,102.0,5502.0,-73.995173,40.726204
4248,53.0,44968.0,1915,1,100,67.9,13.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,913.8,4,0,0,101.0,31.0,-74.002255,40.718946
4251,76.0,46740.0,1912,1,100,57.3,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,904.4,5,0,0,102.0,43.0,-73.997586,40.722506
4254,92.0,190341.0,1910,1,100,45.6,6.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,113.0,-73.989049,40.754422
4471,15.0,36092.0,1923,1,100,98.7,26.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,104.0,83.0,-74.005666,40.741086
4481,68.0,115060.5,1928,1,100,67.1,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4419.0,3,0,0,105.0,102.0,-73.974346,40.759555
4495,86.0,35400.0,1910,1,60,29.7,2.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,253.6,3,0,0,105.0,58.0,-73.98939,40.744744
4582,90.0,58901.0,1920,1,100,49.8,6.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,54.0,-73.991238,40.740558
4583,89.0,91001.0,1930,1,100,74.5,6.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2113.7,8,0,0,105.0,58.0,-73.989224,40.744673
4584,70.0,88001.0,1930,1,100,76.8,13.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,58.0,-73.989762,40.744102
4586,54.0,248567.0,1909,1,100,79.5,16.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3633.3,10,0,0,105.0,68.0,-73.984269,40.743042
4588,40.0,141051.0,1898,1,100,110.5,20.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4177.9,6,0,0,102.0,45.0,-74.00053,40.720978
4590,79.0,145501.0,1931,1,100,69.9,9.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,8,0,0,105.0,74.0,-73.985059,40.746958
4591,81.0,172076.0,1916,1,100,61.1,11.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,125.0,-73.983973,40.760103
4592,49.0,76638.0,1922,1,100,102.1,17.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,95.0,-73.995481,40.749402
4603,84.0,66073.0,1924,1,75,49.8,5.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,201.7,3,0,0,105.0,109.0,-73.990276,40.754131
4618,74.0,841126.0,2006,1,100,59.5,12.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,104.0,139.0,-73.983325,40.766446
4623,89.0,324573.0,1927,1,90,36.5,7.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3963.3,2,0,0,101.0,9.0,-74.012761,40.706449
4624,77.0,384831.0,1981,1,90,52.5,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3515.6,2,0,0,101.0,9.0,-74.012725,40.706493
4636,61.0,109150.0,1912,1,100,58.4,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,102.0,69.0,-74.008577,40.731114
4665,91.0,59441.0,1910,1,95,43.8,5.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,893.2,9,0,0,105.0,95.0,-73.991801,40.745782
4672,64.0,46158.0,2010,1,100,66.1,14.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,102.0,79.0,-74.006427,40.74049
4677,73.0,54000.0,1911,1,100,73.6,8.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2523.1,5,0,0,105.0,56.0,-73.98589,40.743758
4682,71.0,195884.0,1920,1,90,64.5,10.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3643.0,7,0,0,105.0,95.0,-73.993143,40.747549
4699,91.0,65745.0,1900,1,100,28.8,8.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,561.8,5,0,0,105.0,52.0,-73.989759,40.737652
4702,79.0,67132.0,1898,1,100,55.8,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,96.0,-73.980848,40.755156
4757,92.0,95490.0,1924,1,80,47.2,5.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,431.8,3,0,0,105.0,109.0,-73.990478,40.754216
4793,87.0,216817.0,1900,1,100,45.4,8.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,102.0,43.0,-73.997157,40.72496
4825,44.0,920386.9700000044,1957,1,45,83.0,15.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,15391.0,2,0,0,105.0,104.0,-73.976421,40.760549
4872,96.0,59445.0,1930,1,100,30.1,4.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,659.1,10,0,0,102.0,37.0,-74.009178,40.725564
4890,80.0,920386.9700000044,1990,1,100,62.7,14.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,1,0,101.0,9.0,-74.011325,40.704275
4891,9.0,920386.9700000044,1990,1,100,176.8,26.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,2,0,105.0,92.0,-73.975138,40.755564
4897,58.0,920386.9700000044,1983,1,100,83.2,16.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,10,0,0,105.0,131.0,-73.982622,40.761955
4966,70.0,767690.0,1921,1,100,75.5,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,8,1,0,101.0,13.0,-74.01310054140001,40.705752
4969,83.0,847751.0,1969,1,100,57.0,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,1,0,101.0,9.0,-74.012948,40.704275
4971,92.0,118785.0,1910,1,100,40.9,5.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1140.0,6,0,0,105.0,95.0,-73.991916,40.745831
4972,95.0,118948.0,1908,1,100,36.6,4.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,58.0,-73.991408,40.740649
4976,81.0,920386.9700000044,1988,1,100,98.1,15.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,8,0,0,105.0,125.0,-73.985334,40.760216
4977,13.0,85517.0,1912,1,100,152.3,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1009.1,4,0,0,105.0,101.0,-73.991053,40.74789
4980,84.0,100000.0,1909,1,100,60.7,7.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,537.1,5,2,0,105.0,58.0,-73.990364,40.743556
4981,91.0,119551.0,1923,1,100,50.8,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,468.0,12,3,0,107.0,145.0,-73.983003,40.769303
4982,82.0,101652.0,1912,1,100,51.4,7.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,596.2,8,3,0,105.0,84.0,-73.984293,40.751611
5009,72.0,45000.0,1909,1,100,80.8,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1771.5,6,0,0,105.0,74.0,-73.984539,40.746758
5015,91.0,46552.0,1920,1,100,47.0,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,637.9,5,0,0,102.0,49.0,-74.000714,40.723956
5034,86.0,568459.0,1952,1,100,60.7,10.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,10463.5,2,0,0,105.0,82.0,-73.980828,40.750707
5039,91.0,59400.0,1965,1,100,42.2,5.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,315.5,5,0,0,102.0,77.0,-74.000397,40.738846
5052,37.0,286773.0,1988,1,100,121.5,23.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,107.0,153.0,-73.980691,40.773247
5053,66.0,100000.0,1920,1,100,69.7,9.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,104.0,129.0,-73.993509,40.764578
5054,85.0,55395.0,1916,1,100,65.1,4.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,74.0,-73.98673,40.745444
5055,62.0,107962.0,1988,1,100,68.3,20.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4082.1,2,0,0,107.0,153.0,-73.981356,40.773878
5066,52.0,95080.0,1925,1,100,113.2,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,102.0,37.0,-74.007378,40.72703
5078,81.0,122690.0,1910,1,100,50.4,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,2,0,0,101.0,33.0,-74.005779,40.714824
5085,88.0,126529.0,1900,1,100,51.5,8.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,102.0,43.0,-73.997413,40.724658
5086,98.0,73616.0,1900,1,100,39.2,3.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,999.1,12,0,0,102.0,49.0,-73.997478,40.724612
5098,67.0,97085.0,1925,1,100,76.2,8.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,106.0,92.0,-73.974793,40.752726
5099,45.0,56761.0,1926,1,100,77.0,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1238.0,5,0,0,105.0,52.0,-73.99029,40.737232
5129,74.0,66998.0,1915,1,100,65.9,8.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3374.9,6,0,0,105.0,84.0,-73.985426,40.749679
5135,96.0,156332.0,1926,1,100,40.9,4.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2194.0,7,0,0,105.0,113.0,-73.989984,40.754817
5136,81.0,96486.0,1928,1,100,64.2,7.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,101.0,-73.994056,40.749155
5141,95.0,70222.0,1911,1,100,37.3,4.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,969.9,5,0,0,105.0,95.0,-73.99118,40.747138
5191,9.0,46200.0,1956,1,100,151.8,20.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1303.5,11,7,0,101.0,39.0,-74.010242,40.719704
5201,67.0,612514.0,1973,1,100,69.1,11.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,101.0,13.0,-74.010897,40.710223
5206,96.0,60000.0,1916,1,100,89.1,6.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,616.4,5,0,0,105.0,58.0,-73.990242,40.743484
5224,86.0,49700.0,1916,1,100,47.8,6.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1478.2,5,0,0,105.0,76.0,-73.989274,40.745526
5245,91.0,60290.0,1912,1,100,47.4,5.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,138.9,19,7,0,105.0,95.0,-73.991678,40.747327
5250,80.0,50000.0,1906,1,100,36.0,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1988.3,19,0,0,109.0,14601.0,-73.959865,40.806316
5259,67.0,235000.0,1929,1,100,89.5,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,107.0,151.0,-73.987594,40.77616
5266,95.0,101000.0,1898,1,100,27.2,4.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,102.0,49.0,-73.999437,40.722301
5299,71.0,331240.0,1987,1,95,63.7,15.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4013.8,5,0,0,108.0,11401.0,-73.971034,40.764127
5300,73.0,50711.0,1913,1,100,86.6,9.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,893.1,6,0,0,105.0,68.0,-73.985584,40.739872
5313,80.0,508435.0,1986,1,100,54.7,12.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,46.0,5,2,0,101.0,1502.0,-74.008678,40.708807
5321,66.0,597467.0,1931,1,100,65.7,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,104.0,115.0,-73.990832,40.757661
5371,38.0,317071.0,1969,1,100,108.8,15.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,6248.5,8,6,0,105.0,102.0,-73.975144,40.760121
5397,75.0,292351.0,2010,1,100,54.2,12.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3457.5,4,0,0,105.0,102.0,-73.974299,40.759651
5441,85.0,396239.0,1954,1,100,56.7,8.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5423.9,4,0,0,106.0,82.0,-73.98073,40.750806
5456,55.0,730547.0,1960,1,95,93.0,15.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,10968.7,13,7,0,106.0,88.0,-73.973108,40.750214
5457,71.0,318952.0,1905,1,95,73.8,12.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3663.0,14,7,0,106.0,88.0,-73.973288,40.750288
5493,51.0,53685.0,1915,1,65,70.4,10.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,959.8,3,0,0,101.0,39.0,-74.009253,40.718691
5550,33.0,61160.0,1933,1,100,153.7,21.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2554.4,3,0,0,105.0,125.0,-73.983667,40.757998
5552,82.0,44223.0,2008,1,100,39.0,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,329.1,3,0,0,102.0,79.0,-74.006117,40.741256
5576,92.0,920386.9700000044,1972,1,100,38.3,7.7,0.0,79.5,0.0,1.20748,1.19552847072,0.0,0.0,100.0,100.0,4096.181922693163,6,0,0,101.0,13.0,-74.01310054140001,40.704884
5589,48.0,58864.0,1913,1,100,124.4,14.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3193.4,5,0,0,105.0,96.0,-73.980101,40.755678
5610,89.0,134214.0,1920,1,100,51.5,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2435.2,9,0,0,104.0,99.0,-74.00388,40.750064
