,score,property_id,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
1449,9,2609681.34,1926.0,1,100,7.3,0.9,422951.3,6.6,4.5,79.5,0.0,0.0,1.18584,0.0,0.99115,0.0,56.0,0.99115,90.0,100.0,5002.7,10.0,0,0,207.0,431.0,-73.878395,40.881313
1450,64,2609681.34,1962.0,1,100,4.6,0.7,426977.1,4.6,3.3,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,2306.4,3.0,0,0,208.0,335.0,-73.904431,40.887159
1451,31,2609681.34,1926.0,1,100,5.0,1.0,336911.9,6.1,4.7,79.5,0.0,0.0,1.6411,0.0,0.87423,0.0,57.0,0.87423,90.0,100.0,6853.4,11.0,0,0,205.0,23302.0,-73.907271,40.848054
1452,46,2609681.34,1927.0,1,100,4.1,0.9,336749.9,5.6,4.5,79.5,0.0,0.0,1.60804,0.0,0.99246,0.0,79.0,0.99246,90.0,100.0,9915.1,9.0,0,0,207.0,40304.0,-73.895843,40.86762
1453,21,2609681.34,1961.0,1,100,6.8,0.7,522923.1,5.4,3.5,79.5,0.0,0.0,1.13591,0.0,0.81518,0.0,61.0,0.81518,90.0,100.0,11437.0,8.0,0,0,208.0,273.0,-73.904448,40.872947
1455,39,2609697.0,1928.0,1,100,3.7,0.9,410260.0,5.4,4.4,79.5,0.0,0.0,1.24883,0.0,0.83568,0.0,89.0,0.83568,90.0,100.0,9713.5,11.0,0,0,207.0,419.0,-73.881482,40.87606
1583,44,2636858.0,1951.0,1,100,4.6,0.8,630755.5,5.6,4.3,79.5,0.0,0.0,1.49265,123.0,0.91798,0.91798,0.0,0.0,0.0,90.0,8314.6,6.0,0,0,208.0,30701.0,-73.912142,40.887354
1614,100,2637927.0,1950.0,1,100,2.7,0.1,353939.2,1.2,0.5,79.5,0.0,0.0,2.35433,0.0,0.75591,0.0,96.0,0.75591,100.0,100.0,6487.7,11.0,0,0,211.0,228.0,-73.863894,40.853081
1621,86,2638713.0,2000.0,1,100,4.0,0.5096468802428696,919977.3,4.0,2.9,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,3.0,0,0,206.0,397.0,-73.882884,40.857872
1647,70,2638888.0,1967.0,1,100,4.7,0.6,1559438.0,4.2,2.9,79.5,0.0,0.0,1.39596,265.0,0.83318,0.83318,0.0,0.0,100.0,100.0,17571.0,4.0,0,0,212.0,380.0,-73.861578,40.876864
1658,66,2639329.0,1927.0,1,100,4.9,0.6,355290.1,4.4,3.0,79.5,0.0,0.0,1.46724,0.0,0.8547,0.0,60.0,0.8547,90.0,100.0,3808.3,9.0,0,0,210.0,300.0,-73.82901706000001,40.854897
1681,43,2640726.0,1928.0,1,100,4.3,0.9,513698.5,5.5,4.3,79.5,0.0,0.0,1.25619,0.0,1.19555,0.0,138.0,1.19555,0.0,100.0,8659.8,12.0,0,0,208.0,279.0,-73.897823,40.88308
1714,92,2643873.0,1956.0,1,100,4.9,0.5,319142.3,3.5,2.1,79.5,0.0,0.0,1.72956,0.0,1.1478,0.0,73.0,1.1478,100.0,100.0,5794.4,7.0,0,0,205.0,231.0,-73.903781,40.846709
1715,83,2643920.0,1964.0,1,100,3.3,0.6,424724.7,4.0,3.0,79.5,0.0,0.0,1.40224,0.0,0.82532,0.0,103.0,0.82532,100.0,100.0,9701.8,5.0,0,0,204.0,195.0,-73.920936,40.833726
1716,25,2643943.0,1936.0,1,100,4.8,1.0,598264.0,6.1,4.8,79.5,0.0,0.0,1.38572,0.0,0.92934,0.0,112.0,0.92934,100.0,100.0,10560.7,14.0,0,0,204.0,18102.0,-73.918042,40.832764
1717,28,2643944.0,1936.0,1,100,3.7,1.0,274426.4,5.9,4.9,79.5,0.0,0.0,1.20833,0.0,0.93056,0.0,67.0,0.93056,100.0,100.0,6943.4,9.0,0,0,204.0,18102.0,-73.917098,40.833496
1719,10,2643965.0,1950.0,1,100,5.3,1.2,309512.7,7.2,5.8,79.5,0.0,0.0,1.35088,0.0,1.03509,0.0,59.0,1.03509,100.0,100.0,4719.4,9.0,0,0,205.0,241.0,-73.907076,40.852803
1720,70,2643973.0,1935.0,1,100,4.0,0.7,232782.8,4.5,3.4,79.5,0.0,0.0,1.49123,0.0,0.96491,0.0,55.0,0.96491,100.0,100.0,3233.5,8.0,0,0,205.0,23301.0,-73.907911,40.850031
1721,38,2643994.0,1936.0,1,100,3.8,1.0,226375.0,5.8,4.7,79.5,0.0,0.0,1.43617,0.0,1.01064,0.0,57.0,1.01064,100.0,100.0,7036.9,8.0,0,0,205.0,39902.0,-73.896063,40.859065
1722,62,2644000.0,1954.0,1,100,3.5,0.8,236661.2,4.9,3.9,79.5,0.0,0.0,1.44144,0.0,0.88589,0.0,59.0,0.88589,100.0,100.0,5762.2,7.0,0,0,207.0,40502.0,-73.888146,40.867511
1723,64,2644009.0,1935.0,1,100,4.1,0.7,267353.5,4.6,3.5,79.5,0.0,0.0,1.26543,0.0,1.04938,0.0,68.0,1.04938,100.0,100.0,5047.3,8.0,0,0,205.0,23301.0,-73.908477,40.848305
1725,66,2644684.0,1940.0,1,100,7.104354130776716,0.5096468802428696,45000.0,7.1,6.9,79.5,0.0,0.0,1.07479,0.0,0.76131,0.0,51.0,0.76131,0.0,90.0,4058.2,2.0,0,0,207.0,415.0,-73.885145,40.869871
1774,85,2649707.0,1941.0,1,100,3.4,0.5,522182.0,3.6,2.6,79.5,0.0,0.0,1.18196,0.0,0.77837,0.0,108.0,0.77837,0.0,100.0,13483.8,13.0,0,0,204.0,225.0,-73.911364,40.840864
1782,65,2649932.0,1930.0,1,100,3.5,0.7,310600.1,4.6,3.6,79.5,0.0,0.0,1.32452,0.0,0.93074,0.0,78.0,0.93074,0.0,100.0,8422.5,9.0,0,0,204.0,199.0,-73.924299,40.834637
1783,76,2649988.0,1926.0,1,100,3.7,0.7,287187.1,4.3,3.3,79.5,0.0,0.0,1.51764,0.0,1.00272,0.0,74.0,1.00272,0.0,100.0,5651.5,8.0,0,0,204.0,195.0,-73.922266,40.830324
1788,44,2650136.0,1941.0,1,100,3.5,0.8,306098.6,5.1,4.1,79.5,0.0,0.0,1.09424,0.0,0.83814,0.0,72.0,0.83814,0.0,100.0,9512.3,9.0,0,0,204.0,175.0,-73.913287,40.832908
1790,100,2650246.0,1929.0,1,100,2.7,0.0,412973.0,0.9,0.2,79.5,0.0,0.0,1.27302,0.0,0.71608,0.0,108.0,0.71608,0.0,100.0,12571.9,8.0,0,0,204.0,225.0,-73.912176,40.842459
1791,100,2650286.0,1926.0,1,100,4.7,0.1,263855.1,2.1,0.8,79.5,0.0,0.0,1.40237,0.0,0.98885,0.0,55.0,0.98885,0.0,100.0,4594.425778134381,10.0,0,0,204.0,201.0,-73.924705,40.843456
1792,81,2650382.0,1929.0,1,100,2.9,0.6,305059.0,3.9,3.1,79.5,0.0,0.0,1.20714,0.0,0.66951,0.0,66.0,0.66951,0.0,100.0,9436.3,9.0,0,0,207.0,40302.0,-73.893454,40.867269
1793,69,2650415.0,1926.0,1,100,3.1,0.7,291022.3,4.6,3.7,79.5,0.0,0.0,1.32842,0.0,0.65863,0.0,59.0,0.65863,0.0,100.0,7773.1,9.0,0,0,207.0,40303.0,-73.891552,40.869716
1833,55,2653078.0,1939.0,1,100,4.3,0.8,235440.3,4.9,3.7,79.5,0.0,0.0,1.31833,0.0,1.02124,0.0,55.0,1.02124,0.0,100.0,11265.3,9.0,0,0,205.0,23302.0,-73.904752,40.847416
1834,59,2653080.0,1954.0,1,100,3.6,0.8,248341.8,5.0,4.0,79.5,0.0,0.0,1.48755,0.0,0.84345,0.0,55.0,0.84345,0.0,100.0,5291.7,7.0,0,0,205.0,251.0,-73.906704,40.857361
1835,38,2653104.0,1929.0,1,100,3.5,0.9,244685.5,5.5,4.5,79.5,0.0,0.0,1.16728,0.0,0.9877,0.0,66.0,0.9877,0.0,100.0,6024.4,7.0,0,0,207.0,411.0,-73.88589,40.87607
1836,69,2653121.0,1950.0,1,100,3.1,0.7,234384.9,4.2,3.4,79.5,0.0,0.0,1.10238,0.0,0.85121,0.0,61.0,0.85121,0.0,100.0,4594.425778134381,9.0,0,0,205.0,239.0,-73.902288,40.859175
1837,64,2653128.0,1960.0,1,100,4.5,0.7,348091.6,4.8,3.5,79.5,0.0,0.0,1.5996,0.0,0.97827,0.0,74.0,0.97827,0.0,100.0,10040.9,9.0,0,0,205.0,379.0,-73.900224,40.851776
1838,93,2653133.0,1952.0,1,100,2.8,0.4,251983.7,2.9,2.1,79.5,0.0,0.0,0.89021,0.0,0.73992,0.0,64.0,0.73992,0.0,100.0,5329.1,9.0,0,0,204.0,209.0,-73.91447,40.843139
1840,28,2653159.0,1940.0,1,100,4.1,1.1,266667.8,6.3,5.1,79.5,0.0,0.0,1.47102,0.0,1.07875,0.0,66.0,1.07875,0.0,100.0,4594.425778134381,15.0,0,0,205.0,38301.0,-73.896607,40.857841
1844,44,2653167.0,1964.0,1,100,5.5,0.9,659413.9,5.8,4.3,79.5,0.0,0.0,1.88847,120.0,1.04431,1.04431,0.0,0.0,0.0,100.0,10257.3,8.0,0,0,209.0,78.0,-73.855387,40.826883
1853,51,2653220.0,1928.0,1,100,4.1,0.8,381162.3,5.2,4.1,79.5,0.0,0.0,1.49756,0.0,0.80466,0.0,72.0,0.80466,0.0,100.0,13351.8,10.0,0,0,204.0,225.0,-73.911205,40.841251
1856,75,2653303.0,1938.0,1,100,3.9,0.6,587781.5,4.1,2.9,79.5,0.0,0.0,1.18699,0.0,0.77744,0.0,112.0,0.77744,0.0,100.0,12116.0,5.0,0,0,205.0,251.0,-73.909086,40.858118
1857,67,2653328.0,1925.0,1,100,3.1,0.7,254432.2,4.6,3.7,79.5,0.0,0.0,1.2995,0.0,0.68723,0.0,55.0,0.68723,0.0,100.0,4594.425778134381,13.0,0,0,207.0,419.0,-73.878176,40.878644
1859,100,2653436.0,1930.0,1,100,4.8,0.1,288829.3,1.7,0.3,79.5,0.0,0.0,1.38884,0.0,0.87901,0.0,50.0,0.87901,0.0,100.0,5661.0,14.0,0,0,207.0,253.0,-73.905501,40.859342
1860,74,2653470.0,1925.0,1,100,2.9,0.7,248354.1,4.1,3.3,79.5,0.0,0.0,1.12835,0.0,0.75636,0.0,61.0,0.75636,0.0,100.0,4594.425778134381,9.0,0,0,207.0,425.0,-73.876487,40.872835
1864,56,2653526.0,1930.0,1,100,4.2,0.8,263014.5,5.0,3.8,79.5,0.0,0.0,1.49872,0.0,0.99353,0.0,59.0,0.99353,0.0,100.0,4594.425778134381,9.0,0,0,205.0,21502.0,-73.915816,40.847474
1865,73,2653540.0,1965.0,1,100,3.8,0.6,255121.3,4.3,3.2,79.5,0.0,0.0,1.36206,0.0,0.84173,0.0,55.0,0.84173,0.0,100.0,9524.9,5.0,0,0,207.0,431.0,-73.872291,40.879376
1866,30,2653552.0,1930.0,1,100,6.3,0.8,349052.8,5.5,3.8,79.5,0.0,0.0,1.32974,0.0,0.93441,0.0,52.0,0.93441,0.0,100.0,6903.5,20.0,0,0,207.0,40702.0,-73.88965,40.869673
1867,41,2653577.0,1940.0,1,100,4.8,0.8,345432.7,5.1,3.7,79.5,0.0,0.0,1.1267,0.0,0.9678,0.0,67.0,0.9678,0.0,100.0,4594.425778134381,18.0,0,0,212.0,372.0,-73.865194,40.871573
1868,34,2653727.0,1937.0,1,100,4.4,0.9,543569.1,5.5,4.2,79.5,0.0,0.0,1.18624,0.0,0.91056,0.0,109.0,0.91056,0.0,100.0,16831.0,9.0,0,0,204.0,21302.0,-73.917454,40.844033
1870,35,2653832.0,1962.0,1,100,5.8,0.0,340493.5,7.7,6.1,79.5,0.0,0.0,1.60189,0.0,1.11436,0.0,64.0,1.11436,0.0,100.0,5901.4,5.0,0,0,210.0,160.0,-73.82901706000001,40.829554
1892,68,2655312.0,1961.0,1,100,3.5,0.7,253754.6,4.7,3.7,79.5,0.0,0.0,1.42749,0.0,0.81367,0.0,57.0,0.81367,0.0,100.0,3285.4,5.0,0,0,208.0,295.0,-73.908863,40.886026
2034,68,2660525.0,1947.0,1,100,7.104354130776716,0.5096468802428696,49000.0,7.5,7.3,79.5,0.0,0.0,1.3421,0.0,0.97186,0.0,63.0,0.97186,0.0,90.0,4594.425778134381,2.0,0,0,207.0,415.0,-73.882632,40.869586
2038,19,2660626.0,1937.0,1,100,5.6,1.0,363672.0,6.6,5.0,79.5,0.0,0.0,1.56919,0.0,0.96687,0.0,61.0,0.96687,0.0,100.0,8272.0,8.0,0,0,205.0,23501.0,-73.906172,40.850746
2043,45,2660631.0,1927.0,1,100,4.2,0.7,476856.2,4.6,3.4,79.5,0.0,0.0,0.93032,0.0,0.61401,0.0,66.0,0.61401,0.0,100.0,13661.4,9.0,0,0,204.0,195.0,-73.922929,40.829185
2044,28,2660632.0,1922.0,1,100,4.3,1.0,262711.7,6.3,5.1,79.5,0.0,0.0,1.51796,0.0,0.97824,0.0,58.0,0.97824,0.0,100.0,9394.8,15.0,0,0,204.0,197.0,-73.918858,40.833302
2045,13,2660633.0,1926.0,1,100,5.4,1.1,296976.1,7.2,5.7,79.5,0.0,0.0,1.34917,0.0,1.23674,0.0,66.0,1.23674,0.0,100.0,12688.6,8.0,0,0,204.0,199.0,-73.923306,40.836846
2046,34,2660634.0,1940.0,1,100,6.6,0.6,430644.9,5.0,3.2,79.5,0.0,0.0,1.22276,0.0,0.8622,0.0,55.0,0.8622,0.0,100.0,7217.2,8.0,0,0,204.0,225.0,-73.911081,40.842019
2057,16,2661148.0,1962.0,1,100,7.3,1.2,402620.5,7.8,5.8,79.5,0.0,0.0,1.93068,0.0,1.53705,0.0,82.0,1.53705,0.0,100.0,841.9,4.0,0,0,208.0,273.0,-73.904492,40.872853
2058,34,2661208.0,1927.0,1,100,3.7,1.0,297679.7,5.7,4.7,79.5,0.0,0.0,1.21623,0.0,0.90897,0.0,71.0,0.90897,0.0,100.0,6928.5,9.0,0,0,207.0,419.0,-73.880396,40.87462
2059,36,2661220.0,1965.0,1,100,4.3,1.0,2376387.5599999996,6.0,4.8,79.5,0.0,0.0,1.65673,315.0799999999999,0.86528,0.86528,0.0,0.0,0.0,100.0,28611.841999999982,15.0,0,0,209.0,42.0,-73.860891,40.824735
2061,63,2661456.0,1965.0,1,100,6.1,0.7,1480372.0,5.0,3.3,79.5,0.0,0.0,2.11105,257.0,1.09604,1.09604,0.0,0.0,0.0,100.0,28611.841999999982,9.0,0,0,211.0,33201.0,-73.868544,40.859569
2062,79,2661517.0,1965.0,1,100,5.0,0.5,540127.2,4.0,2.6,79.5,0.0,0.0,1.62111,83.0,0.81055,0.81055,0.0,0.0,0.0,100.0,9049.2,5.0,0,0,211.0,33202.0,-73.868459,40.862179
2063,33,2661539.0,1964.0,1,100,6.0,0.7,535165.2,4.9,3.3,79.5,0.0,0.0,0.9557,0.0,0.79829,0.0,71.0,0.79829,0.0,100.0,6062.6,6.0,0,0,212.0,444.0,-73.845657,40.88786849
2064,62,2661551.0,1927.0,1,100,3.9,0.7,620591.4,4.4,3.3,79.5,0.0,0.0,1.1306,0.0,0.76023,0.0,117.0,0.76023,0.0,100.0,13216.6,9.0,0,0,208.0,287.0,-73.903787,40.882648
2065,29,2661575.0,1962.0,1,100,4.3,1.1,611200.9,6.5,5.3,79.5,0.0,0.0,1.7237,137.0,0.9964,0.9964,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,208.0,287.0,-73.903711,40.882723
2066,100,2661595.0,1964.0,1,100,4.6,0.0,344659.3,1.5,0.2,79.5,0.0,0.0,1.57243,55.0,0.74555,0.74555,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,208.0,287.0,-73.903729,40.882731
2105,65,2663779.0,1927.0,1,100,3.4,0.8,773928.3,4.6,3.7,79.5,0.0,0.0,1.32795,0.0,0.79769,0.0,173.0,0.79769,0.0,100.0,4594.425778134381,29.539999999999964,0,0,211.0,22404.0,-73.865867,40.851648
2110,54,2663853.0,1928.0,1,100,5.1,0.7,292957.4,4.9,3.5,79.5,0.0,0.0,1.51852,0.0,1.0,0.0,54.0,1.0,0.0,100.0,4437.9,10.0,0,0,210.0,26602.0,-73.82901706000001,40.845076
2154,94,2664610.0,1931.0,1,100,5.3,0.3,332742.1,3.0,1.6,79.5,0.0,0.0,1.46165,0.0,1.18246,0.0,72.0,1.18246,0.0,100.0,8834.5,5.0,0,0,206.0,393.0,-73.881892,40.852612
2179,39,2665136.0,1939.0,1,100,5.7,0.7,581698.9,5.1,3.5,79.5,0.0,0.0,1.21,100.0,1.0,1.0,0.0,0.0,0.0,100.0,9606.1,8.0,0,0,204.0,63.0,-73.925483,40.826607
2189,65,2665208.0,1928.0,1,100,3.9,0.7,212764.5,4.5,3.4,79.5,0.0,0.0,1.25109,0.0,0.92884,0.0,49.0,0.92884,100.0,100.0,3757.5,9.0,0,0,209.0,5002.0,-73.880881,40.827771
2190,57,2665209.0,2006.0,1,100,5.5,0.6,938662.9,4.5,3.0,79.5,0.0,0.0,1.23738,0.0,0.87122,0.0,138.0,0.87122,73.35970197368421,95.78447655077947,15727.0,10.0,0,0,203.0,125.0,-73.891897,40.828949
2191,32,2665210.0,1928.0,1,100,4.2,0.9,732114.5,5.7,4.5,79.5,0.0,0.0,1.23367,0.0,0.91795,0.0,157.0,0.91795,50.0,100.0,19803.2,10.0,0,0,204.0,197.0,-73.918837,40.835879
2192,68,2665211.0,1926.0,1,100,3.8,0.7,282426.5,4.5,3.5,79.5,0.0,0.0,1.32238,0.0,1.07183,0.0,77.0,1.07183,73.35970197368421,95.78447655077947,5548.3,9.0,0,0,204.0,22101.0,-73.918334,40.836551
2193,4,2665212.0,1925.0,1,100,8.5,1.2,474483.9,8.3,5.9,79.5,0.0,0.0,1.63347,0.0,1.1753,0.0,59.0,1.1753,50.0,100.0,10311.5,6.0,0,0,204.0,17902.0,-73.914551,40.836252
2194,54,2665213.0,1926.0,1,100,4.1,0.8,227959.6,5.3,4.1,79.5,0.0,0.0,1.61199,0.0,1.04305,0.0,55.0,1.04305,100.0,100.0,5689.3,7.0,0,0,204.0,17902.0,-73.914167,40.836645
2195,12,2665214.0,1941.0,1,100,6.6,1.0,507852.9,6.6,4.8,79.5,0.0,0.0,1.37143,0.0,0.93204,0.0,70.0,0.93204,100.0,100.0,9815.4,19.0,0,0,204.0,225.0,-73.910458,40.837759
2196,13,2665215.0,1941.0,1,100,7.8,0.8,525134.8,6.3,4.1,79.5,0.0,0.0,1.35228,0.0,0.9466,0.0,63.0,0.9466,100.0,100.0,4594.425778134381,16.0,0,0,204.0,225.0,-73.911184,40.838196
2197,43,2665216.0,1923.0,1,100,5.1,0.9,306867.9,5.9,4.5,79.5,0.0,0.0,1.90201,0.0,1.00195,0.0,59.0,1.00195,100.0,100.0,7883.0,8.0,0,0,204.0,223.0,-73.916562,40.840212
2198,71,2665217.0,1926.0,1,100,3.1,0.1,186141.6,5.9,5.0,79.5,0.0,0.0,1.30208,0.0,0.95017,0.0,54.0,0.95017,100.0,100.0,4373.1,9.0,0,0,204.0,223.0,-73.915871,40.841186
2199,100,2665218.0,1927.0,1,100,4.7,0.2,420226.7,2.4,1.1,79.5,0.0,0.0,1.9737,0.0,0.99832,0.0,87.0,0.99832,100.0,100.0,10237.1,5.0,0,0,205.0,21502.0,-73.914813,40.848969
2200,45,2665219.0,1927.0,1,100,5.7,0.7,498461.8,5.3,3.7,79.5,0.0,0.0,1.66206,0.0,1.03879,0.0,85.0,1.03879,100.0,100.0,9894.4,5.0,0,0,205.0,21502.0,-73.914646,40.849218
2201,68,2665220.0,1929.0,1,100,4.7,0.5,314732.0,3.9,2.6,79.5,0.0,0.0,0.96484,0.0,0.87439,0.0,58.0,0.87439,100.0,100.0,5054.7,12.0,0,0,209.0,72.0,-73.858906,40.832358
2202,80,2665221.0,1921.0,1,100,3.4,0.6,277522.1,4.3,3.3,79.5,0.0,0.0,1.5643,0.0,0.8078,0.0,63.0,0.8078,100.0,100.0,4594.425778134381,5.0,0,0,205.0,24502.0,-73.910742,40.855322
2204,12,2665244.0,1922.0,1,100,7.8,0.9,538502.1,6.7,4.5,79.5,0.0,0.0,1.4292,0.0,1.06461,0.0,73.0,1.06461,100.0,100.0,7392.1,19.0,0,0,207.0,265.0,-73.901957,40.863146
2205,17,2665248.0,1926.0,1,100,7.5,0.2,466196.9,8.0,5.9,79.5,0.0,0.0,1.4762,0.0,1.17764,0.0,71.0,1.17764,100.0,100.0,5506.0,20.0,0,0,207.0,431.0,-73.879204,40.881912
2207,65,2665255.0,1930.0,1,100,3.2,0.1,172480.8,6.2,5.3,79.5,0.0,0.0,1.25024,0.0,0.80785,0.0,42.0,0.80785,100.0,100.0,3289.9,11.0,0,0,207.0,431.0,-73.878333,40.883692
2209,62,2665257.0,1925.0,1,100,4.7,0.6,371447.3,4.6,3.3,79.5,0.0,0.0,1.43584,0.0,1.01431,0.0,77.0,1.01431,100.0,100.0,4594.425778134381,17.0,0,0,201.0,31.0,-73.906435,40.812345
2211,27,2665259.0,1937.0,1,100,5.9,1.0,450299.1,6.3,4.7,79.5,0.0,0.0,1.35752,0.0,1.34447,0.0,103.0,1.34447,100.0,100.0,8914.0,11.0,0,0,201.0,73.0,-73.909405,40.815122
2212,69,2665262.0,1910.0,1,100,4.1,0.7,303723.5,4.6,3.5,79.5,0.0,0.0,1.49378,0.0,1.01979,0.0,71.0,1.01979,100.0,100.0,4594.425778134381,26.0,0,0,202.0,87.0,-73.898886,40.81875
2216,27,2665330.0,1929.0,1,100,6.4,0.8,451190.6,5.8,4.0,79.5,0.0,0.0,1.47493,0.0,0.9882,0.0,67.0,0.9882,0.0,100.0,4594.425778134381,7.0,0,0,209.0,5002.0,-73.877675,40.826294
2244,33,2665547.0,1964.0,1,100,4.3,0.9,687006.6,5.7,4.5,79.5,0.0,0.0,1.33038,125.0,0.79189,0.79189,0.0,0.0,0.0,100.0,11763.9,5.0,0,0,205.0,20501.0,-73.921759,40.849424
2245,70,2665548.0,1964.0,1,100,3.7,0.7,596824.9,4.4,3.4,79.5,0.0,0.0,1.29421,103.0,0.65345,0.65345,0.0,0.0,0.0,100.0,10354.5,5.0,0,0,205.0,247.0,-73.917347,40.854224
2246,70,2665569.0,1967.0,1,100,4.4,0.7,1100709.0,4.5,3.3,79.5,0.0,0.0,1.59798,208.0,0.85665,0.85665,0.0,0.0,0.0,100.0,16344.2,6.0,0,0,209.0,42.0,-73.860859,40.824694
2248,40,2665580.0,1967.0,1,100,4.2,0.8,1645143.0,5.2,4.1,79.5,0.0,0.0,1.16247,315.0799999999999,0.85956,0.85956,0.0,0.0,0.0,100.0,26413.0,9.0,0,0,209.0,98.0,-73.855483,40.826123
2249,38,2665590.0,1941.0,1,100,4.4,0.9,710054.4,5.5,4.3,79.5,0.0,0.0,1.26379,155.0,0.96023,0.96023,0.0,0.0,0.0,100.0,16397.3,2.0,0,0,209.0,62.0,-73.874874,40.830664
2250,67,2665592.0,1971.0,1,100,4.3,0.7,1141591.0,4.6,3.4,79.5,0.0,0.0,1.43152,237.0,0.97772,0.97772,0.0,0.0,0.0,100.0,17448.8,7.0,0,0,211.0,228.0,-73.864481,40.850331
2314,43,2667439.0,1941.0,1,95,3.3,0.9,381710.3,5.2,4.3,79.5,0.0,0.0,1.42467,0.0,1.03197,0.0,48.0,0.43836,70.0,70.0,3371.5,10.0,0,0,204.0,5902.0,-73.922939,40.826276
2316,43,2667473.0,1959.0,1,100,3.4,0.0,236272.4,7.4,6.5,79.5,0.0,0.0,1.78755,0.0,0.90842,0.0,20.0,0.29304,80.0,80.0,5513.1,5.0,0,0,211.0,228.0,-73.862905,40.85569
2320,13,2668059.0,1966.0,1,100,5.1,1.2,2376387.5599999996,7.2,5.8,79.5,0.0,0.0,1.51385,315.0799999999999,1.03597,1.03597,0.0,0.0,0.0,100.0,28611.841999999982,10.0,0,0,209.0,74.0,-73.851267,40.819333
2335,93,2669020.0,1949.0,1,100,4.1,0.6,388136.5,4.0,2.9,79.5,0.0,0.0,2.34586,0.0,0.82053,0.0,78.0,0.82053,90.0,100.0,3872.7,3.0,0,0,208.0,335.0,-73.90422,40.88786849
2337,34,2669030.0,1937.0,1,100,4.2,1.1,307713.4,6.5,5.3,79.5,0.0,0.0,1.90089,0.0,0.95045,0.0,66.0,0.95045,90.0,100.0,4180.8,8.0,0,0,208.0,295.0,-73.908998,40.882683
2338,79,2669046.0,1955.0,1,100,3.4,0.6,1107940.0,3.7,2.8,79.5,0.0,0.0,1.08333,216.0,0.69231,0.69231,0.0,0.0,90.0,100.0,9773.3,5.0,0,0,208.0,297.0,-73.912248,40.886429
2339,64,2669053.0,1970.0,1,100,4.0,0.7,282402.9,4.5,3.4,79.5,0.0,0.0,1.23553,0.0,0.97077,0.0,66.0,0.97077,90.0,100.0,3852.3,5.0,0,0,208.0,285.0,-73.90793,40.883355
2352,82,2669076.0,1954.0,1,100,3.3,0.6,322398.7,3.8,2.8,79.5,0.0,0.0,1.19356,0.0,0.74869,0.0,69.0,0.74869,0.0,100.0,2299.5,5.0,0,0,208.0,301.0,-73.918291,40.880741
2355,89,2669079.0,1954.0,1,100,3.4,0.5,360209.2,3.6,2.6,79.5,0.0,0.0,1.3932,0.0,0.84587,0.0,85.0,0.84587,0.0,100.0,4653.5,11.0,0,0,208.0,297.0,-73.911459,40.884197
2359,80,2669092.0,1962.0,1,100,3.4,0.7,293194.5,4.4,3.4,79.5,0.0,0.0,1.7,0.0,0.8,0.0,64.0,0.8,90.0,100.0,2177.6,5.0,0,0,208.0,337.0,-73.902473,40.88786849
2360,70,2669096.0,1969.0,1,100,3.7,0.8,222033.5,4.9,3.9,79.5,0.0,0.0,1.68611,0.0,1.04295,0.0,60.0,1.04295,90.0,100.0,2820.4,5.0,0,0,208.0,345.0,-73.896517,40.88786849
2364,55,2669104.0,1954.0,1,100,4.3,0.8,284650.3,5.1,3.9,79.5,0.0,0.0,1.55015,0.0,0.80608,0.0,52.0,0.80608,0.0,100.0,2106.4,8.0,0,0,208.0,30701.0,-73.911082,40.88786849
2372,38,2669111.0,1953.0,1,100,5.1,1.0,330706.3,6.0,4.6,79.5,0.0,0.0,1.7878,69.0,1.12144,1.1123058000000001,0.0,0.0,0.0,100.0,3441.9,5.0,0,0,208.0,301.0,-73.919747,40.881931
