,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude,letters
11660,76.0,217264.0,1960,1,100,4.3,0.6,952227.1,640.1,4.0,2.9,79.5,0.0,0.0,1.07243,1.0218,1.0218,0.0,0.0,90.0,100.0,7559.8,7.0,0,0,106.0,50.0,-73.986353,40.736199,B
11662,12.0,20170.0,1900,1,100,16.9,1.6,433386.3,207.3,12.7,8.1,79.5,0.0,0.0,3.7383419999999967,1.58652,0.0,32.0,1.58652,90.0,100.0,4594.425778134381,11.0,0,0,103.0,12.0,-73.997197,40.713136,D
11663,58.519394179544754,25115.0,2006,1,100,7.6,0.3,190433.5,37.9,3.7,1.5,79.5,0.0,0.0,0.9556,0.31853,0.0,8.0,0.31853,90.0,100.0,397.4,3.0,0,0,103.0,2602.0,-73.977812,40.723649,C
11666,100.0,38961.0,1910,1,85,7.104354130776716,0.5096468802428696,872669.6045350895,42.9,1.9,1.1,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,449.6,19.0,0,0,103.0,12.0,-73.993666,40.713761,A
11673,72.0,30000.0,1958,1,100,5.0,0.8,150811.0,113.4,5.2,3.8,79.5,0.0,0.0,1.73333,1.7,0.0,51.0,1.7,73.35970197368421,100.0,1615.0,5.0,0,0,106.0,78.0,-73.974359,40.745002,B
11675,93.0,43196.0,1966,1,100,9.5,0.5096468802428696,408902.8,0.0,2.4,0.0,79.5,0.0,0.0,1.41217,1.20382,0.0,52.0,1.20382,73.35970197368421,100.0,1220.6,5.0,0,0,112.0,273.0,-73.93638,40.853536,A
11676,84.0,38844.0,1937,1,100,3.7,0.7,142585.3,125.2,4.2,3.2,79.5,0.0,0.0,1.75059,1.15848,0.0,45.0,1.15848,73.35970197368421,100.0,1498.3,6.0,0,0,108.0,124.0,-73.954674,40.768958,B
11677,47.0,37683.0,1965,1,100,4.8,0.0,181084.2,191.4,6.4,5.1,79.5,0.0,0.0,1.19417,0.84919,0.84919,0.0,0.0,73.35970197368421,100.0,1020.3,7.0,0,0,102.0,63.0,-73.99475,40.735569,D
11705,81.0,35650.0,1916,1,100,5.0,0.0,176954.8,184.4,6.6,5.2,79.5,0.0,0.0,2.97335,1.12202,0.0,40.0,1.12202,90.0,100.0,4594.425778134381,11.0,0,0,112.0,295.0,-73.924764,40.867395,B
11706,80.0,42373.0,1917,1,100,4.2,0.1,179018.4,208.6,6.1,4.9,79.5,0.0,0.0,2.19479,1.1564,0.0,49.0,1.1564,90.0,100.0,5549.5,8.0,0,0,112.0,291.0,-73.924462,40.86291,B
11709,89.0,60520.0,2008,1,100,6.3,0.3,383107.2,75.3,3.0,1.2,79.5,0.0,0.0,1.35492,1.00793,0.0,61.0,1.00793,90.0,100.0,6667.4,6.0,0,0,111.0,206.0,-73.936866,40.809937,A
11710,73.0,33000.0,1915,1,100,3.7,0.0,123106.3,175.4,6.4,5.3,79.5,0.0,0.0,1.75758,0.90909,0.0,30.0,0.90909,90.0,100.0,3305.6,7.0,0,0,112.0,295.0,-73.92343,40.867526,B
11713,100.0,200590.0,2006,1,95,4.8,0.5096468802428696,961380.5,246.3,2.5,1.2,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,6051.5,2.0,0,0,104.0,115.0,-73.992171,40.756549,A
11715,58.519394179544754,28200.0,1987,1,100,6.1,0.4,172481.9,58.4,3.7,2.1,79.5,0.0,0.0,1.06383,0.53191,0.0,0.0,0.0,90.0,100.0,4594.425778134381,4.0,0,0,102.0,71.0,-73.998575,40.737196,C
11717,58.519394179544754,32411.0,1928,1,100,5.6,0.0,189844.4,134.2,5.5,4.0,79.5,0.0,0.0,1.14159,0.33939,0.33939,0.0,0.0,90.0,100.0,882.5,6.0,0,0,108.0,15001.0,-73.961029,40.780093,C
11725,74.0,32832.0,1931,1,100,1.3,0.9,56246.647999999994,140.6,4.6,4.3,79.5,0.0,0.0,1.46199,1.12695,0.0,12.0,0.3655,100.0,100.0,2278.2,2.0,0,0,112.0,285.0,-73.929139,40.860734,B
11733,34.0,54375.0,2005,1,90,17.2,0.6,933412.0,157.1,7.5,2.9,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1639.6,3.0,0,0,102.0,37.0,-74.005426,40.723692,D
11738,58.519394179544754,25406.0,1983,1,100,7.8,1.1,197727.0,129.2,7.2,5.1,79.5,0.0,0.0,1.73187,0.66913,0.66913,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,108.0,140.0,-73.95837,40.776469,C
11739,73.0,28098.0,1945,1,100,4.3,0.7,119898.5,107.9,5.0,3.8,79.5,0.0,0.0,1.60154,1.53036,0.0,43.0,1.53036,100.0,100.0,745.1,6.0,0,0,104.0,139.0,-73.984527,40.765727,B
11740,86.0,54696.0,1925,1,100,3.5,0.5,188779.8,166.7,4.0,3.0,79.5,0.0,0.0,1.4992,0.62162,0.0,34.0,0.62162,100.0,100.0,1886.4,7.0,0,0,108.0,15001.0,-73.960411,40.780636,A
11741,59.0,32906.0,1986,1,100,6.4,0.6,209514.5,90.9,4.6,2.8,79.5,0.0,0.0,1.64104,0.8813,0.0,29.0,0.8813,100.0,100.0,983.7,6.0,0,0,104.0,139.0,-73.988437,40.766554,C
11742,58.519394179544754,29000.0,1918,1,100,5.9,0.7,254889.2,132.8,4.6,3.1,79.5,0.0,0.0,2.1,0.27586,0.0,8.0,0.27586,100.0,100.0,380.8,7.0,0,0,102.0,47.0,-74.001981,40.723171,C
11743,99.0,78274.0,1911,1,100,4.0,0.4,316467.4,142.5,2.9,1.8,79.5,0.0,0.0,1.39995,0.37049,0.37049,0.0,0.0,100.0,100.0,1824.5,10.0,0,0,105.0,95.0,-73.992295,40.745971,A
11749,98.0,66215.0,2006,1,100,4.9,0.2,322861.9,57.0,2.1,0.9,79.5,0.0,0.0,0.87593,0.52858,0.0,35.0,0.52858,100.0,100.0,1621.2,5.0,0,0,110.0,216.0,-73.956346,40.801492,A
